FSCL_YY	OFFC_CD	OFFC_NM	FSCL_CD	FSCL_NM	ACCT_CD	ACCT_NM	IKWAN_CD	IKWAN_NM	IHANG_CD	IHANG_NM	REVN_BDGAMT_F	REVN_BDGAMT_M	FNT_UDAMT	REVN_BDG_CAMT	RD_AMT	RC_AMT	RV_NAMT	NPL_AMT	NRC_AMT
2007	001	대통령비서실	110	일반회계	00	NA	11	재산수입	51	관유물대여료	0	0	0	0	2978180	2978180	2978180	0	0
2007	001	대통령비서실	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	0	0	0	0	1376190	1376190	1376190	0	0
2007	001	대통령비서실	110	일반회계	00	NA	15	관유물매각대	71	고정자산매각대	25500000	25500000	0	25500000	16497000	16497000	16497000	0	0
2007	002	대통령경호실	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	17530000	17530000	0	17530000	11530000	11530000	11530000	0	0
2007	002	대통령경호실	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	0	0	0	0	7157060	7157060	7157060	0	0
2007	002	대통령경호실	110	일반회계	00	NA	13	재화및용역판매수입	65	면허료및수수료	0	0	0	0	5245100	5245100	5245100	0	0
2007	002	대통령경호실	110	일반회계	00	NA	13	재화및용역판매수입	69	잡수입	0	0	0	0	1897720	1897720	1897720	0	0
2007	004	국가정보원	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	0	0	0	0	970880260	970880260	970880260	0	0
2007	005	감사원	110	일반회계	00	NA	11	재산수입	51	관유물대여료	3740000	3740000	0	3740000	4711570	4711570	4711570	0	0
2007	005	감사원	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	2000000	2000000	0	2000000	109379510	3215510	3215510	0	106164000
2007	005	감사원	110	일반회계	00	NA	13	재화및용역판매수입	69	잡수입	110000	110000	0	110000	0	0	0	0	0
2007	005	감사원	110	일반회계	00	NA	14	수입대체경비수입	69	잡수입	239000000	239000000	0	239000000	266382620	266382620	266382620	0	0
2007	006	국회	110	일반회계	00	NA	11	재산수입	51	관유물대여료	47000000	47000000	0	47000000	51253220	51253220	51253220	0	0
2007	006	국회	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	5000000	5000000	0	5000000	1712500	1712500	1712500	0	0
2007	006	국회	110	일반회계	00	NA	12	경상이전수입	57	변상금및위약금	16000000	16000000	0	16000000	20985800	20985800	20985800	0	0
2007	006	국회	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	220000000	220000000	0	220000000	309285980	309285980	309285980	0	0
2007	006	국회	110	일반회계	00	NA	13	재화및용역판매수입	65	면허료및수수료	100000000	100000000	0	100000000	124310770	124310770	124310770	0	0
2007	006	국회	110	일반회계	00	NA	13	재화및용역판매수입	69	잡수입	50000000	50000000	0	50000000	41417550	41417550	41417550	0	0
2007	006	국회	110	일반회계	00	NA	14	수입대체경비수입	69	잡수입	80000000	80000000	0	80000000	149150000	149150000	149150000	0	0
2007	006	국회	110	일반회계	00	NA	15	관유물매각대	71	고정자산매각대	12000000	12000000	0	12000000	41400000	41400000	41400000	0	0
2007	007	대법원	110	일반회계	00	NA	11	재산수입	51	관유물대여료	2186079000	2186079000	0	2186079000	5700395740	5700395740	5700395740	0	0
2007	007	대법원	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	0	0	0	0	277190	277190	277190	0	0
2007	007	대법원	110	일반회계	00	NA	12	경상이전수입	56	벌금및몰수금	21234000	21234000	0	21234000	9276590	9276590	9276590	0	0
2007	007	대법원	110	일반회계	00	NA	12	경상이전수입	57	변상금및위약금	23115000	23115000	0	23115000	72799630	20782380	20782380	5600350	46416900
2007	007	대법원	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	26423000000	26423000000	0	26423000000	36461039170	36461039170	36461039170	0	0
2007	007	대법원	110	일반회계	00	NA	13	재화및용역판매수입	65	면허료및수수료	237987800000	237987800000	0	237987800000	189991798180	189991798180	189991798180	0	0
2007	007	대법원	110	일반회계	00	NA	13	재화및용역판매수입	69	잡수입	13803000	13803000	0	13803000	29673540	29673540	29673540	0	0
2007	007	대법원	110	일반회계	00	NA	15	관유물매각대	71	고정자산매각대	4738000000	4738000000	0	4738000000	7971000	7971000	7971000	0	0
2007	007	대법원	110	일반회계	00	NA	15	관유물매각대	72	토지및무형자산매각대	948000000	948000000	0	948000000	0	0	0	0	0
2007	007	대법원	110	일반회계	00	NA	40	정부내부수입및기타	91	전입금	40000000000	40000000000	0	40000000000	0	0	0	0	0
2007	007	대법원	215	등기특별회계	00	NA	11	재산수입	54	기타이자수입및재산수입	0	0	0	0	1248520	1248520	1248520	0	0
2007	007	대법원	215	등기특별회계	00	NA	12	경상이전수입	57	변상금및위약금	0	0	0	0	85512260	85512260	85512260	0	0
2007	007	대법원	215	등기특별회계	00	NA	12	경상이전수입	59	기타경상이전수입	2000000	2000000	0	2000000	289733580	289733580	289733580	0	0
2007	007	대법원	215	등기특별회계	00	NA	13	재화및용역판매수입	65	면허료및수수료	200649000000	200649000000	0	200649000000	172731390050	172731390050	172731390050	0	0
2007	007	대법원	215	등기특별회계	00	NA	13	재화및용역판매수입	69	잡수입	1000000	1000000	0	1000000	2040300	2040300	2040300	0	0
2007	007	대법원	215	등기특별회계	00	NA	15	관유물매각대	71	고정자산매각대	439000000	439000000	0	439000000	121629780	121629780	121629780	0	0
2007	007	대법원	215	등기특별회계	00	NA	15	관유물매각대	72	토지및무형자산매각대	1882912000	1882912000	0	1882912000	899663050	899663050	899663050	0	0
2007	007	대법원	215	등기특별회계	00	NA	33	전년도이월금	88	전년도이월금	69725000000	69725000000	0	69725000000	112521756730	112521756730	112521756730	0	0
2007	008	헌법재판소	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	47452000	47452000	0	47452000	78154800	78154800	78154800	0	0
2007	008	헌법재판소	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	1000000	1000000	0	1000000	1271860090	1271860090	1271860090	0	0
2007	009	중앙선거관리위원회	110	일반회계	00	NA	11	재산수입	51	관유물대여료	57000000	57000000	0	57000000	73237620	73237620	73237620	0	0
2007	009	중앙선거관리위원회	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	5000000	5000000	0	5000000	3153820	3153820	3153820	0	0
2007	009	중앙선거관리위원회	110	일반회계	00	NA	12	경상이전수입	56	벌금및몰수금	130000000	130000000	0	130000000	32453100	32453100	32453100	0	0
2007	009	중앙선거관리위원회	110	일반회계	00	NA	12	경상이전수입	57	변상금및위약금	0	0	0	0	237910	237910	237910	0	0
2007	009	중앙선거관리위원회	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	122000000	122000000	0	122000000	395255250	395255250	395255250	0	0
2007	009	중앙선거관리위원회	110	일반회계	00	NA	13	재화및용역판매수입	65	면허료및수수료	350000000	350000000	0	350000000	0	0	0	0	0
2007	009	중앙선거관리위원회	110	일반회계	00	NA	13	재화및용역판매수입	69	잡수입	10000000	10000000	0	10000000	13646510	13646510	13646510	0	0
2007	009	중앙선거관리위원회	110	일반회계	00	NA	15	관유물매각대	71	고정자산매각대	52500000	52500000	0	52500000	84926700	84926700	84926700	0	0
2007	009	중앙선거관리위원회	110	일반회계	00	NA	15	관유물매각대	72	토지및무형자산매각대	0	0	0	0	193137500	193137500	193137500	0	0
2007	010	국무총리실	110	일반회계	00	NA	11	재산수입	53	전대차관이자수입	359375000	359375000	0	359375000	308826630	308826630	308826630	0	0
2007	010	국무총리실	110	일반회계	00	NA	12	경상이전수입	56	벌금및몰수금	12629000000	12629000000	0	12629000000	24394789130	10453470220	10453470220	177045070	13764273840
2007	010	국무총리실	110	일반회계	00	NA	12	경상이전수입	58	가산금	96000000	96000000	0	96000000	-1001070	-1001070	-1001070	0	0
2007	010	국무총리실	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	0	0	0	0	290327330	290327330	290327330	0	0
2007	010	국무총리실	110	일반회계	00	NA	20	융자및전대차관원금회수	77	전대차관원금회수	845091000	845091000	0	845091000	824909600	824909600	824909600	0	0
2007	011	외교통상부	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	240000000	240000000	0	240000000	927479470	927479470	927479470	0	0
2007	011	외교통상부	110	일반회계	00	NA	12	경상이전수입	57	변상금및위약금	0	0	0	0	54953570	54953570	54953570	0	0
2007	011	외교통상부	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	200000000	200000000	0	200000000	467463410	467463410	467463410	0	0
2007	011	외교통상부	110	일반회계	00	NA	13	재화및용역판매수입	69	잡수입	1000000000	1000000000	0	1000000000	1548501560	1548501560	1548501560	0	0
2007	011	외교통상부	110	일반회계	00	NA	14	수입대체경비수입	65	면허료및수수료	131049000000	131049000000	0	131049000000	173304461570	173304461570	173304461570	0	0
2007	012	재정경제부	110	일반회계	00	NA	01	내국세	11	소득세	32780700000000	32780700000000	0	32780700000000	42008974634680	38855971347900	38855971347900	1714502250260	1438501036520
2007	012	재정경제부	110	일반회계	00	NA	01	내국세	12	법인세	30495700000000	30495700000000	0	30495700000000	36619590606330	35417341425820	35417341425820	679462987260	522786193250
2007	012	재정경제부	110	일반회계	00	NA	01	내국세	15	상속세	2592100000000	2592100000000	0	2592100000000	3167720640060	2841917065290	2841917065290	87055999000	238747575770
2007	012	재정경제부	110	일반회계	00	NA	01	내국세	16	재평가세	0	0	0	0	3864820	3864820	3864820	0	0
2007	012	재정경제부	110	일반회계	00	NA	01	내국세	21	부가가치세	41163100000000	41163100000000	0	41163100000000	46248492265840	40941907668030	40941907668030	1996358505870	3310226091940
2007	012	재정경제부	110	일반회계	00	NA	01	내국세	22	특별소비세	5204100000000	5204100000000	0	5204100000000	5301941439650	5161140497410	5161140497410	22852553510	117948388730
2007	012	재정경제부	110	일반회계	00	NA	01	내국세	23	주세	0	0	0	0	6778352560	0	0	476708270	6301644290
2007	012	재정경제부	110	일반회계	00	NA	01	내국세	24	전화세	0	0	0	0	25593730	25593730	25593730	0	0
2007	012	재정경제부	110	일반회계	00	NA	01	내국세	25	증권거래세	2324400000000	2324400000000	0	2324400000000	3474950742680	3468794793780	3468794793780	3751314930	2404633970
2007	012	재정경제부	110	일반회계	00	NA	01	내국세	26	인지세	596600000000	596600000000	0	596600000000	587989054860	587968551590	587968551590	14169340	6333930
2007	012	재정경제부	110	일반회계	00	NA	01	내국세	27	기타내국세	2432800000000	2432800000000	0	2432800000000	5899072133050	2965106801530	2965106801530	1846636761710	1087328569810
2007	012	재정경제부	110	일반회계	00	NA	02	관세	31	관세	7084000000000	7084000000000	0	7084000000000	7809767706810	7410762769770	7410762769770	49861322410	349143614630
2007	012	재정경제부	110	일반회계	00	NA	03	방위세	32	방위세	0	0	0	0	1697115735	332844490	332844490	163080760	1201190485
2007	012	재정경제부	110	일반회계	00	NA	04	교통세	33	교통세	11324000000000	11324000000000	0	11324000000000	11510946141570	11463503411030	11463503411030	41330932250	6111798290
2007	012	재정경제부	110	일반회계	00	NA	06	교육세	34	교육세	3745200000000	3745200000000	0	3745200000000	3937136537288	3861189267120	3861189267120	25889128601	50058141567
2007	012	재정경제부	110	일반회계	00	NA	08	농어촌특별세	37	농어촌특별세	0	0	0	0	87197396466	0	0	15435241080	71762155386
2007	012	재정경제부	110	일반회계	00	NA	09	종합부동산세	39	종합부동산세	1889100000000	1889100000000	0	1889100000000	2452379636860	2414255719640	2414255719640	19628672570	18495244650
2007	012	재정경제부	110	일반회계	00	NA	11	재산수입	51	관유물대여료	17251457000	17251457000	0	17251457000	33833475410	21592429530	21592429530	318132510	11922913370
2007	012	재정경제부	110	일반회계	00	NA	11	재산수입	52	정부출자수입	853000000000	853000000000	0	853000000000	776178392400	776178392400	776178392400	0	0
2007	012	재정경제부	110	일반회계	00	NA	11	재산수입	53	전대차관이자수입	5000000	5000000	0	5000000	4459920	4459920	4459920	0	0
2007	012	재정경제부	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	18960717000	18960717000	0	18960717000	11113578760	8207574380	8207574380	0	2906004380
2007	012	재정경제부	110	일반회계	00	NA	12	경상이전수입	56	벌금및몰수금	400000000	400000000	0	400000000	1972541250	394341260	394341260	179000000	1399199990
2007	012	재정경제부	110	일반회계	00	NA	12	경상이전수입	57	변상금및위약금	13860057000	13860057000	0	13860057000	72930362250	10657898960	10657898960	3694897080	58577566210
2007	012	재정경제부	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	52670779000	52670779000	0	52670779000	337162395797	317276456460	317276456460	231488650	19654450687
2007	012	재정경제부	110	일반회계	00	NA	13	재화및용역판매수입	69	잡수입	3001000	3001000	0	3001000	14811520	12485230	12485230	0	2326290
2007	012	재정경제부	110	일반회계	00	NA	15	관유물매각대	71	고정자산매각대	10062000	10062000	0	10062000	2288965890	2247481760	2247481760	0	41484130
2007	012	재정경제부	110	일반회계	00	NA	15	관유물매각대	72	토지및무형자산매각대	323099366000	323099366000	0	323099366000	663568710710	612886778790	612886778790	6365870	50675566050
2007	012	재정경제부	110	일반회계	00	NA	20	융자및전대차관원금회수	77	전대차관원금회수	12000000	12000000	0	12000000	11958210	11958210	11958210	0	0
2007	012	재정경제부	110	일반회계	00	NA	31	차입금및여유자금회수	84	유가증권매각대	31000000000	31000000000	0	31000000000	77036653330	77036653330	77036653330	0	0
2007	012	재정경제부	110	일반회계	00	NA	33	전년도이월금	88	전년도이월금	57190277000	57190277000	0	57190277000	1940630340210	1940630340210	1940630340210	0	0
2007	012	재정경제부	110	일반회계	00	NA	40	정부내부수입및기타	94	예수금	8000000000000	8000000000000	0	8000000000000	6715000000000	6715000000000	6715000000000	0	0
2007	013	법무부	110	일반회계	00	NA	11	재산수입	51	관유물대여료	3883527000	3883527000	0	3883527000	5367982730	5332149180	5332149180	0	35833550
2007	013	법무부	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	40063000	40063000	0	40063000	39104300	36336100	36336100	0	2768200
2007	013	법무부	110	일반회계	00	NA	12	경상이전수입	56	벌금및몰수금	1623519000000	1623519000000	0	1623519000000	1393009671990	1391999191990	1391999191990	0	1010480000
2007	013	법무부	110	일반회계	00	NA	12	경상이전수입	57	변상금및위약금	532781000	532781000	0	532781000	695454990	505348420	505348420	0	190106570
2007	013	법무부	110	일반회계	00	NA	12	경상이전수입	58	가산금	11537000	11537000	0	11537000	28120830	11024200	11024200	0	17096630
2007	013	법무부	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	2912000000	2912000000	0	2912000000	3194748990	3092349680	3092349680	0	102399310
2007	013	법무부	110	일반회계	00	NA	13	재화및용역판매수입	65	면허료및수수료	354270000	354270000	0	354270000	703140000	703140000	703140000	0	0
2007	013	법무부	110	일반회계	00	NA	13	재화및용역판매수입	69	잡수입	731906000	731906000	0	731906000	915650480	905440950	905440950	0	10209530
2007	013	법무부	110	일반회계	00	NA	15	관유물매각대	71	고정자산매각대	334196000	334196000	0	334196000	132290910	132290910	132290910	0	0
2007	013	법무부	110	일반회계	00	NA	15	관유물매각대	72	토지및무형자산매각대	3039912000	3039912000	0	3039912000	0	0	0	0	0
2007	013	법무부	219	교도작업특별회계	00	NA	11	재산수입	51	관유물대여료	0	0	0	0	55685620	55685620	55685620	0	0
2007	013	법무부	219	교도작업특별회계	00	NA	11	재산수입	54	기타이자수입및재산수입	0	0	0	0	397240	397240	397240	0	0
2007	013	법무부	219	교도작업특별회계	00	NA	12	경상이전수입	57	변상금및위약금	0	0	0	0	4870500	4870500	4870500	0	0
2007	013	법무부	219	교도작업특별회계	00	NA	13	재화및용역판매수입	63	교도소수입	37022000000	37022000000	0	37022000000	34397697110	34188017960	34188017960	0	209679150
2007	013	법무부	219	교도작업특별회계	00	NA	13	재화및용역판매수입	69	잡수입	300000000	300000000	0	300000000	146324980	146324980	146324980	0	0
2007	013	법무부	219	교도작업특별회계	00	NA	15	관유물매각대	71	고정자산매각대	0	0	0	0	56988900	56988900	56988900	0	0
2007	013	법무부	219	교도작업특별회계	00	NA	33	전년도이월금	88	전년도이월금	13400000000	13400000000	0	13400000000	12865775160	12865775160	12865775160	0	0
2007	014	국방부	110	일반회계	00	NA	11	재산수입	51	관유물대여료	3856000000	3856000000	0	3856000000	4250371400	3515164700	3515164700	0	735206700
2007	014	국방부	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	350000000	350000000	0	350000000	364337210	357103270	357103270	0	7233940
2007	014	국방부	110	일반회계	00	NA	12	경상이전수입	56	벌금및몰수금	3237000000	3237000000	0	3237000000	3398463240	3129619460	3129619460	0	268843780
2007	014	국방부	110	일반회계	00	NA	12	경상이전수입	57	변상금및위약금	7751000000	7751000000	0	7751000000	13112708060	5586448580	5586448580	481900	7525777580
2007	014	국방부	110	일반회계	00	NA	12	경상이전수입	58	가산금	60000000	60000000	0	60000000	1049052920	59052580	59052580	0	990000340
2007	014	국방부	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	13242000000	13242000000	0	13242000000	17067524130	12107741610	12107741610	15125760	4944656760
2007	014	국방부	110	일반회계	00	NA	13	재화및용역판매수입	62	병원수입	5064000000	5064000000	0	5064000000	5552762900	5552762900	5552762900	0	0
2007	014	국방부	110	일반회계	00	NA	13	재화및용역판매수입	65	면허료및수수료	255000000	255000000	0	255000000	386564570	386564570	386564570	0	0
2007	014	국방부	110	일반회계	00	NA	13	재화및용역판매수입	67	항공항만및용수수입	54000000	54000000	0	54000000	0	0	0	0	0
2007	014	국방부	110	일반회계	00	NA	13	재화및용역판매수입	69	잡수입	5251000000	5251000000	0	5251000000	6966517190	6966219180	6966219180	0	298010
2007	014	국방부	230	주한미군기지이전특별회계	00	NA	11	재산수입	51	관유물대여료	0	0	0	0	299012290	246196620	246196620	0	52815670
2007	014	국방부	230	주한미군기지이전특별회계	00	NA	11	재산수입	54	기타이자수입및재산수입	0	0	0	0	167918820	167918820	167918820	0	0
2007	014	국방부	230	주한미군기지이전특별회계	00	NA	12	경상이전수입	57	변상금및위약금	0	0	0	0	23021908200	22933775100	22933775100	0	88133100
2007	014	국방부	230	주한미군기지이전특별회계	00	NA	12	경상이전수입	58	가산금	0	0	0	0	108143480	84744790	84744790	0	23398690
2007	014	국방부	230	주한미군기지이전특별회계	00	NA	12	경상이전수입	59	기타경상이전수입	0	0	0	0	247036500	94046500	94046500	0	152990000
2007	014	국방부	230	주한미군기지이전특별회계	00	NA	13	재화및용역판매수입	69	잡수입	0	0	0	0	169714430	156127300	156127300	0	13587130
2007	014	국방부	230	주한미군기지이전특별회계	00	NA	15	관유물매각대	72	토지및무형자산매각대	6600170000	6600170000	0	6600170000	6361813170	5503272050	5503272050	0	858541120
2007	014	국방부	230	주한미군기지이전특별회계	00	NA	33	전년도이월금	88	전년도이월금	0	0	0	0	5909521160	5909521160	5909521160	0	0
2007	014	국방부	230	주한미군기지이전특별회계	00	NA	40	정부내부수입및기타	91	전입금	200000000000	200000000000	0	200000000000	200000000000	200000000000	200000000000	0	0
2007	014	국방부	230	주한미군기지이전특별회계	00	NA	40	정부내부수입및기타	94	예수금	298255000000	298255000000	0	298255000000	0	0	0	0	0
2007	014	국방부	232	국방・군사시설이전특별회계	00	NA	11	재산수입	51	관유물대여료	0	0	0	0	45460	45460	45460	0	0
2007	014	국방부	232	국방・군사시설이전특별회계	00	NA	11	재산수입	54	기타이자수입및재산수입	7000000	7000000	0	7000000	31758520	23860470	23860470	0	7898050
2007	014	국방부	232	국방・군사시설이전특별회계	00	NA	12	경상이전수입	57	변상금및위약금	410000000	410000000	0	410000000	617911370	617911370	617911370	0	0
2007	014	국방부	232	국방・군사시설이전특별회계	00	NA	12	경상이전수입	58	가산금	110000000	110000000	0	110000000	227772230	215509640	215509640	0	12262590
2007	014	국방부	232	국방・군사시설이전특별회계	00	NA	12	경상이전수입	59	기타경상이전수입	1640000000	1640000000	0	1640000000	1644271320	454891130	454891130	0	1189380190
2007	014	국방부	232	국방・군사시설이전특별회계	00	NA	13	재화및용역판매수입	69	잡수입	0	0	0	0	9750	9750	9750	0	0
2007	014	국방부	232	국방・군사시설이전특별회계	00	NA	15	관유물매각대	71	고정자산매각대	541000000	541000000	0	541000000	4222234560	1844476850	1844476850	0	2377757710
2007	014	국방부	232	국방・군사시설이전특별회계	00	NA	15	관유물매각대	72	토지및무형자산매각대	292367658000	292367658000	0	292367658000	592549068990	232577993590	232577993590	0	359971075400
2007	014	국방부	411	국방홍보원	01	자본계정	33	전년도이월금	88	전년도이월금	1190000000	1190000000	0	1190000000	1264774800	1264774800	1264774800	0	0
2007	014	국방부	411	국방홍보원	01	자본계정	40	정부내부수입및기타	91	전입금	50000000	50000000	0	50000000	50000000	50000000	50000000	0	0
2007	014	국방부	411	국방홍보원	01	자본계정	40	정부내부수입및기타	96	기타	915000000	915000000	0	915000000	915000000	915000000	915000000	0	0
2007	014	국방부	411	국방홍보원	02	손익계정	10	기업특별회계영업수입	49	책임운영기관사업수입	89000000	89000000	0	89000000	54288630	54288630	54288630	0	0
2007	014	국방부	411	국방홍보원	02	손익계정	13	재화및용역판매수입	69	잡수입	3459000000	3459000000	0	3459000000	4077993320	3861882450	3861882450	0	216110870
2007	014	국방부	411	국방홍보원	02	손익계정	33	전년도이월금	88	전년도이월금	2746000000	2746000000	0	2746000000	3353477120	3353477120	3353477120	0	0
2007	014	국방부	411	국방홍보원	02	손익계정	40	정부내부수입및기타	91	전입금	20512000000	20512000000	0	20512000000	20512000000	20512000000	20512000000	0	0
2007	015	교육인적자원부	110	일반회계	00	NA	06	교육세	34	교육세	0	0	0	0	-370230	-370230	-370230	0	0
2007	015	교육인적자원부	110	일반회계	00	NA	11	재산수입	51	관유물대여료	6928971000	6928971000	0	6928971000	8057159710	6484774570	6484774570	3706910	1568678230
2007	015	교육인적자원부	110	일반회계	00	NA	11	재산수입	53	전대차관이자수입	1032759000	1032759000	0	1032759000	1004424040	1004424040	1004424040	0	0
2007	015	교육인적자원부	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	4112219000	4112219000	0	4112219000	3123951730	3111622640	3111622640	0	12329090
2007	015	교육인적자원부	110	일반회계	00	NA	12	경상이전수입	57	변상금및위약금	782335000	782335000	0	782335000	432884810	417025430	417025430	0	15859380
2007	015	교육인적자원부	110	일반회계	00	NA	12	경상이전수입	58	가산금	28733000	28733000	0	28733000	412220490	380702710	380702710	185340	31332440
2007	015	교육인적자원부	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	7127306000	7127306000	0	7127306000	6550106670	6492306170	6492306170	0	57800500
2007	015	교육인적자원부	110	일반회계	00	NA	13	재화및용역판매수입	65	면허료및수수료	903407000	903407000	0	903407000	1982346430	1982346430	1982346430	0	0
2007	015	교육인적자원부	110	일반회계	00	NA	13	재화및용역판매수입	66	입학금및수업료	241390688000	241390688000	0	241390688000	215592945480	215592945480	215592945480	0	0
2007	015	교육인적자원부	110	일반회계	00	NA	13	재화및용역판매수입	68	실습수입	2042827000	2042827000	0	2042827000	1703035050	1703035050	1703035050	0	0
2007	015	교육인적자원부	110	일반회계	00	NA	13	재화및용역판매수입	69	잡수입	5315963000	5315963000	0	5315963000	5625463320	5625106210	5625106210	0	357110
2007	015	교육인적자원부	110	일반회계	00	NA	14	수입대체경비수입	65	면허료및수수료	20375090000	20375090000	0	20375090000	24888514710	24888514710	24888514710	0	0
2007	015	교육인적자원부	110	일반회계	00	NA	14	수입대체경비수입	69	잡수입	825065000	825065000	0	825065000	2113830220	2113830220	2113830220	0	0
2007	015	교육인적자원부	110	일반회계	00	NA	15	관유물매각대	71	고정자산매각대	15427965000	15427965000	0	15427965000	249426210	249426210	249426210	0	0
2007	015	교육인적자원부	110	일반회계	00	NA	15	관유물매각대	72	토지및무형자산매각대	52695268000	52695268000	0	52695268000	13902529130	13740338820	13740338820	0	162190310
2007	015	교육인적자원부	110	일반회계	00	NA	15	관유물매각대	73	재고자산매각대및유동자산	0	0	0	0	29333000	29333000	29333000	0	0
2007	015	교육인적자원부	110	일반회계	00	NA	20	융자및전대차관원금회수	77	전대차관원금회수	5732893000	5732893000	0	5732893000	5720785270	5720785270	5720785270	0	0
2007	015	교육인적자원부	229	국가균형발전특별회계	02	지역혁신사업계정	11	재산수입	54	기타이자수입및재산수입	0	0	0	0	121704410	121704410	121704410	0	0
2007	015	교육인적자원부	229	국가균형발전특별회계	02	지역혁신사업계정	12	경상이전수입	59	기타경상이전수입	0	0	0	0	6339255500	6339255500	6339255500	0	0
2007	015	교육인적자원부	421	국제교육진흥원	01	자본계정	33	전년도이월금	88	전년도이월금	0	0	0	0	94680	94680	94680	0	0
2007	015	교육인적자원부	421	국제교육진흥원	01	자본계정	40	정부내부수입및기타	91	전입금	118000000	118000000	0	118000000	118000000	118000000	118000000	0	0
2007	015	교육인적자원부	421	국제교육진흥원	01	자본계정	40	정부내부수입및기타	95	예탁이자수입	0	0	0	0	50	50	50	0	0
2007	015	교육인적자원부	421	국제교육진흥원	01	자본계정	40	정부내부수입및기타	96	기타	2000000	2000000	0	2000000	2000000	2000000	2000000	0	0
2007	015	교육인적자원부	421	국제교육진흥원	02	손익계정	10	기업특별회계영업수입	49	책임운영기관사업수입	1021200000	1021200000	0	1021200000	2383609050	2383609050	2383609050	0	0
2007	015	교육인적자원부	421	국제교육진흥원	02	손익계정	11	재산수입	51	관유물대여료	2302000	2302000	0	2302000	2744480	2744480	2744480	0	0
2007	015	교육인적자원부	421	국제교육진흥원	02	손익계정	11	재산수입	54	기타이자수입및재산수입	0	0	0	0	17520	17520	17520	0	0
2007	015	교육인적자원부	421	국제교육진흥원	02	손익계정	12	경상이전수입	59	기타경상이전수입	5000000	5000000	0	5000000	145642170	145642170	145642170	0	0
2007	015	교육인적자원부	421	국제교육진흥원	02	손익계정	13	재화및용역판매수입	69	잡수입	100000	100000	0	100000	45040	45040	45040	0	0
2007	015	교육인적자원부	421	국제교육진흥원	02	손익계정	33	전년도이월금	88	전년도이월금	422415000	422415000	0	422415000	2083364280	2083364280	2083364280	0	0
2007	015	교육인적자원부	421	국제교육진흥원	02	손익계정	40	정부내부수입및기타	91	전입금	19045000000	19045000000	0	19045000000	19045000000	19045000000	19045000000	0	0
2007	016	농림부	110	일반회계	00	NA	11	재산수입	51	관유물대여료	523394000	523394000	0	523394000	886801550	514396480	514396480	8731010	363674060
2007	016	농림부	110	일반회계	00	NA	11	재산수입	52	정부출자수입	0	0	0	0	34330	34330	34330	0	0
2007	016	농림부	110	일반회계	00	NA	11	재산수입	54	기타이자수입및재산수입	4000000	4000000	0	4000000	3680440	2850510	2850510	0	829930
2007	016	농림부	110	일반회계	00	NA	12	경상이전수입	56	벌금및몰수금	361000000	361000000	0	361000000	789484160	582317160	582317160	3020000	204147000
2007	016	농림부	110	일반회계	00	NA	12	경상이전수입	57	변상금및위약금	212000000	212000000	0	212000000	1221269400	1076069430	1076069430	0	145199970
2007	016	농림부	110	일반회계	00	NA	12	경상이전수입	58	가산금	5000000	5000000	0	5000000	16117860	2331440	2331440	1600500	12185920
2007	016	농림부	110	일반회계	00	NA	12	경상이전수입	59	기타경상이전수입	3081000000	3081000000	0	3081000000	2786792160	2783357100	2783357100	0	3435060
2007	016	농림부	110	일반회계	00	NA	13	재화및용역판매수입	65	면허료및수수료	1050099000	1050099000	0	1050099000	1103192210	1103192210	1103192210	0	0
2007	016	농림부	110	일반회계	00	NA	13	재화및용역판매수입	69	잡수입	39000000	39000000	0	39000000	49655490	49640540	49640540	0	14950
2007	016	농림부	110	일반회계	00	NA	14	수입대체경비수입	69	잡수입	408826000	408826000	0	408826000	602804550	602804550	602804550	0	0
2007	016	농림부	110	일반회계	00	NA	15	관유물매각대	71	고정자산매각대	17000000	17000000	0	17000000	28275560	28275560	28275560	0	0
